Article ID,Article Title,Date (Article Created Date),URL
360000845467_en-us,"Apple Watch, Smart Watch Setup Guide",03/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000845467
360000846427_en-us,Configuring Fast Import for Open Dental,03/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000846427
360000850467_en-us,Installing YAPI on iPads,03/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000850467
360000850527_en-us,Recommended iPad Settings,03/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000850527
360000852608_en-us,Upgrading Your Account Billing to ChargeBee,03/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000852608
360000697887_en-us,Pandoc DOCX2HTML test 0001,03/13/2018,https://help.yapicentral.com/hc/en-us/articles/360000697887
360000633147_en-us,New Patient Confirmation Requests Include all New Patients for the Same Day,03/06/2018,https://help.yapicentral.com/hc/en-us/articles/360000633147
360000575908_en-us,YAPI Word Style Guide v 1.0 Test HTML,02/28/2018,https://help.yapicentral.com/hc/en-us/articles/360000575908
360000396947_en-us,Acknowledgement of Receipt of Notice of Privacy Practices,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000396947
360000395627_en-us,Approval for Placement,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000395627
360000402128_en-us,Dental History- Adult,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000402128
360000402648_en-us,Dental History- Child,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000402648
360000402968_en-us,Dental History- Child (Short),02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000402968
360000395687_en-us,Dental Materials Fact Sheet Acknowledgment,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000395687
360000398387_en-us,Informed Consent Discussion for Dental Implant Placement,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398387
360000403348_en-us,Informed Consent for Anesthesia and Sedation,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403348
360000398427_en-us,Informed Consent for Apicoectomy,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398427
360000403268_en-us,Informed Consent for Bone Graft/Transplant Surgery,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403268
360000403288_en-us,Informed Consent for Crown Lengthening Procedure,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403288
360000398607_en-us,"Informed Consent for Crowns, Onlays, Bridges and Veneers",02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398607
360000398627_en-us,Informed Consent for Extractions,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398627
360000403388_en-us,Informed Consent for Orthodontic Treatment,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403388
360000403408_en-us,Informed Consent for Root Canal Treatment,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403408
360000398687_en-us,Informed Consent for Sinus Graft or Augmentation Surgery,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398687
360000403488_en-us,Informed Consent for Surgical Periodontal Treatment,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403488
360000398767_en-us,Informed Consent for Teeth Whitening,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398767
360000400748_en-us,Informed Consent to Perform Dentistry,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000400748
360000403648_en-us,Informed Consent to Perform Dentistry,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000403648
360000398927_en-us,Insurance Information,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000398927
360000395547_en-us,iPad Forms List,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000395547
360000397127_en-us,Refusal to Consent to Treatment,02/16/2018,https://help.yapicentral.com/hc/en-us/articles/360000397127
360000309027_en-us,Configuring Alexa Integration,02/09/2018,https://help.yapicentral.com/hc/en-us/articles/360000309027
360000296967_en-us,test,02/08/2018,https://help.yapicentral.com/hc/en-us/articles/360000296967
360000287027_en-us,YAPI and Slack Integration Instructions,02/08/2018,https://help.yapicentral.com/hc/en-us/articles/360000287027
360000280527_en-us,"Fixing Error ""System.InvalidCastException: Unable to cast object of type ""Neva...""",02/07/2018,https://help.yapicentral.com/hc/en-us/articles/360000280527
360000245268_en-us,"Recommended List of Allergies, Medications, and Medical Problems",02/05/2018,https://help.yapicentral.com/hc/en-us/articles/360000245268
360000239807_en-us,SOP: Server Migration Process,02/05/2018,https://help.yapicentral.com/hc/en-us/articles/360000239807
360000199588_en-us,Error: System.IO.FileNotFoundException Microsoft.mshtml,01/31/2018,https://help.yapicentral.com/hc/en-us/articles/360000199588
360000184348_en-us,Contact Us,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000184348
360000175487_en-us,Dentrix Error when confirming appointment -20142 Error in Stored Procedure/function Execution,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000175487
360000184788_en-us,Dentrix Error when confirming appointment -20160 JSPT Feature not supported.,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000184788
360000174967_en-us,Exception in StartBroadcastListener System.MissingMethodException: Method not found: 'Void Neva.Message.set_Group(System.String),01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000174967
360000174247_en-us,How to contact YAPI Support / Training,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000174247
360000175647_en-us,How to Disable the Maximum 160 Character Limit in YAPI for Outgoing Text Messages,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000175647
360000185628_en-us,LICENSE OVERRIDE,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000185628
360000184048_en-us,Removing Leaked Processes from the Server,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000184048
360000185828_en-us,Using Interest List With Mail Blast,01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000185828
360000173667_en-us,"Windows 10 Net 3.5 framework, cannot install 0x800F081F",01/30/2018,https://help.yapicentral.com/hc/en-us/articles/360000173667
360000167147_en-us,5 Ways to Wow Your Patients,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000167147
360000166947_en-us,6 Ways to Connect With Your Inactive Patients,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166947
360000175468_en-us,7 Steps to a More Effective Patient Recall System,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175468
360000174428_en-us,Adding In Case of Emergency (ICE) Tags for OpenDental,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174428
360000166867_en-us,All Emails Sent via YAPI Utilize Opportunistic Encryption Using TLS,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166867
360000175748_en-us,Bad Reviews Are Good for Business,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175748
360000166927_en-us,Communicate With Your Patients Using Emojis,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166927
360000166147_en-us,Consent To Electronic Communications via Email Form,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166147
360000175848_en-us,Create a Great Day With Virtual Huddle,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175848
360000175728_en-us,Create the Perfect Reactivation Email,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175728
360000163827_en-us,DBinit Failed ODBC FairCom ctreeSQL Error -21025 CTDB,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000163827
360000175128_en-us,Dental History (Adult),01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175128
360000166407_en-us,Dental History (Child),01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166407
360000174808_en-us,"[E990] Exception in GetPatients [PERVASIVE] [ODBC Engine Interface] A Key has reached a maximum limit for user count, session co",01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174808
360000165987_en-us,Eaglesoft Converts a Single Quote in a Patient Name to a Back Quote,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165987
360000175868_en-us,Ebook 1: The Science of Appointment Control,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175868
360000167227_en-us,Ebook 2: The Dentist's Guide to Online Reviews,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000167227
360000174328_en-us,Enabling Scrollable Popup for Medications,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174328
360000162467_en-us,Error 17941 CT,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000162467
360000172588_en-us,Error: 21025 CTDB,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000172588
360000175488_en-us,Fill Last Minute Schedule Openings with Just a Few Clicks,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175488
360000175268_en-us,How do you Tell if the Phone Line is Analog (POTS) or Digital?,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175268
360000175768_en-us,How to Get More Online Reviews With InstaReview™,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175768
360000175508_en-us,How to Handle Perpetual Appointment Breakers,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175508
360000166047_en-us,How to Setup CS Practice Works to Print Treatment Plans to YAPI Writer,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166047
360000174648_en-us,How to Setup Customizable Medical History in Eaglesoft v17+,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174648
360000166547_en-us,How to Turn Negative Feedback into a Positive for Your Dental Practice,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166547
360000166487_en-us,Insurance Information Form,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166487
360000175788_en-us,Know What People Are Saying About You Online,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175788
360000166987_en-us,Leave the Paperwork Out of the Waiting Room for an Amazing Patient Experience,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166987
360000175368_en-us,Make the Most of InstaReview With Advanced Settings,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175368
360000174968_en-us,Medical History Update Eaglesoft (Default Form from Eaglesoft),01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174968
360000166187_en-us,MEDICAL HISTORY UPDATE OPEN DENTAL ADULT,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166187
360000166207_en-us,MEDICAL HISTORY UPDATE OPEN DENTAL CHILD,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166207
360000175008_en-us,Medical History Update PracticeWorks,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175008
360000174468_en-us,Multiple CommLog Entries for a Single Appoint Confimation,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174468
360000161927_en-us,Network Daemon Error : 20212,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000161927
360000175288_en-us,New Feature Alert: Send Early Arrival Reminders to Your Patients,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175288
360000165427_en-us,New Patient Online Forms,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165427
360000166887_en-us,New YAPI Feature: Your Virtual Receptionist,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166887
360000175568_en-us,"New Year, New Benefits: How to Remind Patients That Their Benefits Have Renewed [Free Email Templates]",01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175568
360000173108_en-us,"ODBC Writeback Errors 51701, -20160, -20142",01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000173108
360000174488_en-us,OpenDental doesn't show patient's picture taken by YAPI while YAPI shows the picture,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174488
360000165407_en-us,OpenDental Recall Setup & Information,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165407
360000174948_en-us,Patient Information Update Eaglesoft,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174948
360000166247_en-us,PATIENT INFORMATION UPDATE OPEN DENTAL ADULT,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166247
360000174908_en-us,PATIENT INFORMATION UPDATE OPEN DENTAL CHILD,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174908
360000175108_en-us,Patient Information Update PracticeWorks,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175108
360000165347_en-us,Prepare OpenDental for YAPI Integration,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165347
360000166567_en-us,Remind Patients to Use Their Benefits Before They Expire,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000166567
360000175828_en-us,Say Goodbye to the Sign-In Sheet,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175828
360000175308_en-us,Send Spanish Appointment Reminders to Your Spanish-Speaking Patients,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175308
360000174668_en-us,Setting Up Recall in Eagelsoft v17,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174668
360000165847_en-us,Setup & Locate Security Administrator for Eaglesoft,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165847
360000174288_en-us,Setup Online Forms,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000174288
360000175808_en-us,Streamline Office Flow With Custom Patient Alerts,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175808
360000167087_en-us,Turn One Phone Call into Multiple Appointments,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000167087
360000165487_en-us,Using Medical History Update Form on iPad,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165487
360000165467_en-us,Using Patient Information Update Form on iPad,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000165467
360000175448_en-us,Why You Should Stay Away from Images in Email,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175448
360000175588_en-us,YAPI Mobile 3.5 Beta is Available for the Download,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000175588
360000167007_en-us,Your Checklist to Preventing Unconfirmed Patients,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000167007
360000167167_en-us,Your Guide to the Recall Manager,01/29/2018,https://help.yapicentral.com/hc/en-us/articles/360000167167
360000140707_en-us,Creating a MailChimp Account,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000140707
360000150648_en-us,Creating Interest Lists Using Dentrix Mail Merge Feature,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000150648
360000151108_en-us,Dentrix Error 5: Elevate YAPI Rights,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000151108
360000141947_en-us,"Dentrix G5 Throws ""-21025 CTDB - Internal Error""",01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000141947
360000142067_en-us,"Dentrix Team Viewer ""Error E28.3 Unable to update information. Error 3""",01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000142067
360000154428_en-us,Discrepancies Between Medications In PDF Form and The Database,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000154428
360000142227_en-us,DTX Flash Upgrade Issue,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000142227
360000140907_en-us,Getting Started With Campaigns,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000140907
360000149888_en-us,Getting Started With Lists,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000149888
360000141147_en-us,Getting Started With Mailchimp Integrations,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000141147
360000150148_en-us,Getting Started With Segments,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000150148
360000141607_en-us,Is YAPI Certified for Dentrix G5?,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000141607
360000141527_en-us,Mailchimp How-to Videos.......,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000141527
360000150788_en-us,Patients With Scheduled Appointments Receive Reminders To Schedule Appointment,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000150788
360000150548_en-us,Scheduling Nightly Restarts,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000150548
360000141467_en-us,Using A/B To Test Campaigns,01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000141467
360000154488_en-us,"YAPI Error E28.5 ""Unable to update patient information. Error 5""",01/26/2018,https://help.yapicentral.com/hc/en-us/articles/360000154488
360000114887_en-us,Configuring a Secure Email Provider,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000114887
360000124448_en-us,Customizing an Email Template (pre-218 version),01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000124448
360000124488_en-us,Different Ways To Send Emails From YAPI,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000124488
360000115407_en-us,Displaying Images in GMail,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000115407
360000124548_en-us,Displaying Images in Outlook 2010 for Mac OS,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000124548
360000116407_en-us,Getting Started With MailChimp,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000116407
360000124748_en-us,Missing Images In Outlook 2010 & 2013,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000124748
360000115787_en-us,Unable To Send Email From YAPI Dashboard,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000115787
360000116567_en-us,Understanding the Fundamentals of Mailchimp,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000116567
360000116107_en-us,Understanding the YAPI Email Problem Report,01/24/2018,https://help.yapicentral.com/hc/en-us/articles/360000116107
360000088948_en-us,Automated Appointment Reminder & Confirmation Best Practices,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000088948
360000090208_en-us,CareCall Emails Stop Working,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000090208
360000086167_en-us,Dashboard > Using Patient Alerts,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000086167
360000082587_en-us,"Finding Google Place ID, CID, and LRD",01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000082587
360000088828_en-us,Finding Online Forms Link,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000088828
360000089708_en-us,Finding Your Facebook Page ID,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000089708
360000082667_en-us,Finding Your Healthgrades ID,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000082667
360000089628_en-us,Finding Your Yelp Business ID,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000089628
360000081227_en-us,Form Field > Referred By,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000081227
360000081247_en-us,Form Field > Student Status,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000081247
360000089388_en-us,InstaReview™,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000089388
360000082767_en-us,Message Delivery Fails When Sophos Web Protection is Enabled,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000082767
360000090288_en-us,Nanosite Not Appearing When Sending SMS,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000090288
360000089808_en-us,What is Google Maps Search String,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000089808
360000089268_en-us,Your Guide to Patient Recall Using Automation,01/22/2018,https://help.yapicentral.com/hc/en-us/articles/360000089268
360000052847_en-us,Adding Custom YAPI Sounds,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000052847
360000056287_en-us,Attaching an Image to Patient Records,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000056287
360000053007_en-us,Changing The Provider For a Patient,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053007
360000060108_en-us,Configuring Sonicwall Devices,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000060108
360000065068_en-us,Creating an IPad Form With The Form Builder,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065068
360000053367_en-us,Disabling Touchscreen Gestures on iPad,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053367
360000065148_en-us,Editing A Document With the Document Builder,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065148
360000059168_en-us,Enabling Enhanced Privacy & Security For Mobile Devices,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000059168
360000057948_en-us,Enabling Guided Access on iPad,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000057948
360000058808_en-us,Finding The iPad Unique Device ID For Beta Registration,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000058808
360000057568_en-us,Finding the YAPI Dashboard,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000057568
360000053127_en-us,Fixing Document Viewer Error E077,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053127
360000053167_en-us,Fixing Sign Document Error E117,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053167
360000053227_en-us,Fixing Software Update Error E021,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053227
360000059508_en-us,"Fixing ""Unable to connect to YAPI service"" iPad Error",01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000059508
360000066268_en-us,Form Field > Acknowledgement Checkbox,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066268
360000065748_en-us,Form Field > Checkboxes,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065748
360000066108_en-us,Form Field > Filler,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066108
360000065448_en-us,Form Field > Headers,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065448
360000060767_en-us,Form Field > Labels,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000060767
360000065768_en-us,Form Field > Lists,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065768
360000066228_en-us,Form Field > Medical Conditions,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066228
360000065628_en-us,Form Field > Multi-line Text,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065628
360000065948_en-us,Form Field > Page Break,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065948
360000066288_en-us,Form Field > Page Break Online,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066288
360000060947_en-us,Form Field > Paragraph,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000060947
360000061087_en-us,Form Field > Patient Address,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000061087
360000066048_en-us,"Form Field > Patient Birthdate, Weight, Age",01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066048
360000061007_en-us,Form Field > Patient Name,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000061007
360000065808_en-us,Form Field > Segmented,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065808
360000060887_en-us,Form Field > Signature,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000060887
360000065548_en-us,Form Field > Single-line Text,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065548
360000066168_en-us,Form Field > Web Popup,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000066168
360000065708_en-us,Form Field > Yes/No Questions,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000065708
360000056627_en-us,Importing New Documents and Templates,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000056627
360000059868_en-us,Improving Your Wireless Network Range,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000059868
360000054347_en-us,Installing and Setting Up YAPI on an iPad,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000054347
360000052767_en-us,"Intraoffice Messages: Screen Location, Color, Sound, Timer, Filter, Privacy, etc.",01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000052767
360000058708_en-us,Joining Testflight Beta for iOS App,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000058708
360000058648_en-us,Mastering iPad Gestures,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000058648
360000059187_en-us,Medical Conditions (Medical Alerts) were updated in Practice Management Software but iPad form still shows old alerts,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000059187
360000055687_en-us,Minimizing iPad Wireless Problems,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000055687
360000052907_en-us,Modifying Operatories or Areas,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000052907
360000058687_en-us,"OMG! Error in YAPI: System.IO.FileNotFoundException: Could not load file or assembly ‘Microsoft.mshtml, Version=7.0.3300.0",01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000058687
360000054107_en-us,Preventing iPads From Using Unauthorized Wireless Networks,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000054107
360000058668_en-us,Printing iPad Documents Using AirPrint,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000058668
360000053287_en-us,Recommended iPad Settings,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053287
360000053247_en-us,Setting Option To Received Patient Communications on Workstations,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000053247
360000056047_en-us,Unable to Locate YAPI Service: Configuring the YAPI Service IP Address,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000056047
360000055827_en-us,Updating Software on iOS Devices,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000055827
360000064588_en-us,Using Dynamic Document Packages,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000064588
360000052807_en-us,Using Integrated PDF Support,01/19/2018,https://help.yapicentral.com/hc/en-us/articles/360000052807
360000050908_en-us,An Operation on a Socket Could not be Performed,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000050908
360000043247_en-us,Appointment Reminders > Opt-Out Lists,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043247
360000048088_en-us,Appointment Reminders > Reminders & Confirmation,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000048088
360000044267_en-us,Appointment Reminders & The Opt-Out List (video),01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000044267
360000051368_en-us,Changing From Public To Private Network in Windows 8.x,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051368
360000051608_en-us,Cloning The YAPI Service,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000051608
360000047548_en-us,Collecting and Managing Feedback and Online reviews (video),01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047548
360000046988_en-us,Communications & Messaging > Intra-Office Communication,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046988
360000047008_en-us,Communications & Messaging > Operatory Alerts,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000047008
360000043407_en-us,Communications & Messaging > Quick Messages,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043407
360000046827_en-us,Configuring a Virtual Private Network for Mobile Users,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046827
360000041267_en-us,Daily Huddle > Using Daily Huddle on the iPad,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000041267
360000041207_en-us,Daily Huddle > Using the Huddle Report,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000041207
360000043828_en-us,Dashboard > Appointment Timers,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043828
360000040447_en-us,Dashboard > Digital Routing Slip,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000040447
360000046588_en-us,Dashboard > How To Change Providers,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000046588
360000040407_en-us,Dashboard > Patient Flow Management,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000040407
360000043287_en-us,Dashboard > Retrieving Missing Documents,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043287
360000041167_en-us,Dashboard > Schedule YAPI Training in the Dashboard,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000041167
360000040367_en-us,Dashboard > Understanding the Dashboard,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000040367
360000043968_en-us,Dashboard > Using Dashboard to Fill Your Schedule,01/18/2018,https://help.yapicentral.com/hc/en-us/articles/360000043968
